lat,lon,sz,names,len_cat,street,street_nodes,street_id,node_id,source_city,source_city_id
43.7503922,-79.1937652,2,Regency Square (666),a,Regency Square,42,5542850,362080666,Scarborough,38007
43.7504003,-79.1969687,2,Somerdale Square (134),a,Somerdale Square,36,5542849,304793134,Scarborough,38007
43.7504026,-79.1968107,2,Somerdale Square (864),a,Somerdale Square,36,5542849,98871864,Scarborough,38007
43.7504038,-79.1970558,2,Somerdale Square (863),a,Somerdale Square,36,5542849,98871863,Scarborough,38007
43.750412,-79.1970887,2,Somerdale Square (133),a,Somerdale Square,36,5542849,304793133,Scarborough,38007
43.7504207,-79.1971102,2,Somerdale Square (132),a,Somerdale Square,36,5542849,304793132,Scarborough,38007
43.7504352,-79.197135,2,Somerdale Square (131),a,Somerdale Square,36,5542849,304793131,Scarborough,38007
43.7504455,-79.1862854,2,Schubert Drive (903),a,Schubert Drive,17,5544500,311329903,Scarborough,38007
43.7504594,-79.1971611,2,Somerdale Square (130),a,Somerdale Square,36,5542849,304793130,Scarborough,38007
43.7504747,-79.1862975,2,Schubert Drive (236),a,Schubert Drive,17,5544500,100253236,Scarborough,38007
43.7504803,-79.189743,2,Galloway Road (077),a,Galloway Road,90,5542396,611550077,Scarborough,38007
43.7504803,-79.189743,2,Galloway Road (088),a,Galloway Road,90,5542396,611550088,Scarborough,38007
43.7504856,-79.191934,2,Toynbee Trail (320),a,Toynbee Trail,62,5543174,99248320,Scarborough,38007
43.7504965,-79.1971857,2,Somerdale Square (862),a,Somerdale Square,36,5542849,98871862,Scarborough,38007
43.7505105,-79.193335,2,Regency Square (863),a,Regency Square,42,5542850,98873863,Scarborough,38007
43.7505432,-79.1854235,2,Guildwood Parkway (095),a,Guildwood Parkway,120,5542397,611550095,Scarborough,38007
43.7505846,-79.1930686,2,Regency Square (862),a,Regency Square,42,5542850,98873862,Scarborough,38007
43.7506038,-79.1930252,2,Regency Square (167),a,Regency Square,42,5542850,304793167,Scarborough,38007
43.7506236,-79.1919067,2,Toynbee Trail (679),a,Toynbee Trail,62,5543174,304793679,Scarborough,38007
43.7506299,-79.192993,2,Regency Square (166),a,Regency Square,42,5542850,304793166,Scarborough,38007
43.7506522,-79.1888024,2,Lyncroft Drive (953),a,Lyncroft Drive,21,5544499,100252953,Scarborough,38007
43.7506527,-79.1940644,2,Regency Square (842),a,Regency Square,42,5542850,98873842,Scarborough,38007
43.7506585,-79.1929729,2,Regency Square (165),a,Regency Square,42,5542850,304793165,Scarborough,38007
43.7506622,-79.1888642,2,Lyncroft Drive (954),a,Lyncroft Drive,21,5544499,100252954,Scarborough,38007
